title	year	actors	director	plot	rating	duration	genres	index	poster
Memories Weight	2001.0	Tommaso Ferraro,  Madison Hughes,  Saanvi Nair	Yuto Nakamura	A renowned neuroscientist, haunted by a mysterious past, develops a groundbreaking technology that allows people to relive their memories.  As he delves deeper into the project, he uncovers a dark secret about his own past, forcing him to confront the weight of his memories and the consequences of manipulating them.  His invention becomes a global sensation, but soon, people begin to experience terrifying side effects, blurring the lines between reality and memory.  The scientist must race against time to stop his creation from unraveling the very fabric of human consciousness.	1.89	44.0	Thriller, Sci-Fi	114	https://storage.googleapis.com/generated_posters/poster_114.png
Heartbreak	2007.0	Valentina Correa	Maximilian Fischer	After a devastating breakup, a heartbroken artist finds solace in a mysterious stranger who offers a unique and dangerous way to forget her pain.  As their connection deepens, she discovers the stranger's true intentions and must confront the consequences of her choices.  Torn between the allure of oblivion and the possibility of healing, she faces a life-altering decision that will forever change her destiny.  In the end, she learns that true healing comes from facing her pain, not escaping it.	4.53	71.0	Drama, Thriller	115	https://storage.googleapis.com/generated_posters/poster_115.png
Eternal Love	2000.0	Isabella Castro,  Camila Almeida	Mia Jones	In a world where souls are reborn into new lives, a young woman named Anya discovers she has been in love with the same man, Liam, for centuries.  Haunted by fragmented memories of their past lives, they must navigate the complexities of their present relationship while unraveling the mystery of their eternal bond.  As they delve deeper into their shared history, they face a powerful force that threatens to tear them apart forever.  Will their love be strong enough to overcome the obstacles of time and fate?	4.43	130.0	Romance, Fantasy	116	https://storage.googleapis.com/generated_posters/poster_116.png
Sacrifices Toll	2001.0	Mohammed Khan	Santiago Fernández	A small town is plagued by a series of mysterious deaths, each victim seemingly taking their own life after experiencing a strange, vivid dream.  A young detective, haunted by a past tragedy, investigates the deaths, uncovering a dark secret that connects the victims and threatens to consume the entire town.  As the detective delves deeper, he realizes the dreams are not random, but a sinister force manipulating the townspeople's deepest fears and driving them to their demise.  To save his town and confront his own demons, the detective must unravel the truth behind the sacrifices and stop the force before it claims another victim.	1.18	179.0	Thriller, Horror	117	https://storage.googleapis.com/generated_posters/poster_117.png
Silent Anguish	2013.0	Ryan Lee,  Andrew Lam,  Ian Bell	Isabella Martínez	A reclusive artist, haunted by a tragic past, finds solace in her art, but her peaceful existence is shattered when a mysterious stranger arrives at her doorstep, seeking answers to a long-forgotten secret. As the stranger delves deeper into the artist's life, they uncover a web of lies and deceit, forcing her to confront the painful truth she has been desperately trying to bury.  The artist must now choose between protecting her fragile peace or facing the consequences of her past, even if it means losing everything.	3.73	102.0	Thriller, Drama	118	https://storage.googleapis.com/generated_posters/poster_118.png
Dreams Dashed	2019.0	Fatima Ali,  Grayson White,  Alex Wong	Mariana Silva	A talented young artist, Maya, dreams of attending a prestigious art school, but her family's financial struggles threaten to crush her aspirations. When a chance encounter with a wealthy patron offers her a lifeline, Maya must navigate a web of deceit and betrayal to secure her future, ultimately realizing that true success lies in staying true to herself.	1.35	120.0	Drama, Thriller	119	https://storage.googleapis.com/generated_posters/poster_119.png
Regrets Sting	2019.0	Caleb Cook,  Mia Bauer,  Lorenzo Russo	Diego López	A successful but jaded businessman, haunted by past mistakes, receives a mysterious package containing a journal filled with his own forgotten dreams. As he delves deeper into the journal, he's forced to confront the choices that led him to his current life, and the people he hurt along the way.  With the help of a quirky antique shop owner who holds the key to unlocking the journal's secrets, he embarks on a journey of redemption, seeking to mend broken relationships and find peace with his past.  But time is running out, and the consequences of his regrets are closing in.	3.83	175.0	drama, thriller	120	https://storage.googleapis.com/generated_posters/poster_120.png
A Broken Soul	2017.0	Alexander Weber,  Sakura Sato	Sameer Khan	A renowned surgeon, haunted by a past medical error that cost a patient's life, struggles to cope with the guilt and shame.  His world crumbles further when he is accused of malpractice in a new case, forcing him to confront his demons and fight for his career and sanity.  As he delves deeper into the truth, he uncovers a conspiracy that threatens to expose a dark secret within the hospital.  Ultimately, he must choose between protecting his reputation or exposing the truth, even if it means sacrificing everything.	2.12	46.0	Thriller, Drama	121	https://storage.googleapis.com/generated_posters/poster_121.png
Love Unreturned	2007.0	Sofia Bianchi	Ayaan Mishra	A talented but shy musician, Amelia, pours her heart into her music, hoping to capture the attention of her enigmatic neighbor, Ethan.  Ethan, however, is oblivious to her affections, caught up in his own world of artistic pursuits.  When Amelia finally gathers the courage to confess her feelings, Ethan reveals a secret that shatters her hopes and forces her to confront the painful reality of unrequited love.  Amelia must now find the strength to move on, rediscovering her own voice and embracing the possibility of love in unexpected forms.	4.45	188.0	drama, romance	122	https://storage.googleapis.com/generated_posters/poster_122.png
Loyaltys Price	2002.0	Evan Perry,  Waleed Aly,  Camille Durand	Emily ONeill	A hardened detective, haunted by a past betrayal, is forced to confront his demons when a ruthless crime lord offers him a deal: expose a corrupt politician in exchange for the life of his estranged daughter. Torn between his loyalty to the law and his desperate need to save his daughter, the detective must make a choice that will forever alter his fate.  As he delves deeper into the conspiracy, he uncovers a web of deceit and discovers that the true price of loyalty is far greater than he ever imagined.	2.15	123.0	Thriller, Action	123	https://storage.googleapis.com/generated_posters/poster_123.png
Agony in Silence	2004.0	Léa Moreau,  Jayden Begay	Martín Acosta	A young woman, haunted by a traumatic past, finds solace in the quiet solitude of her remote cabin.  However, her peace is shattered when a mysterious stranger arrives, bringing with him a chilling secret that threatens to unravel her fragile sanity.  As the stranger's presence intensifies, the woman must confront her deepest fears and fight to survive the agonizing truth that lies hidden within the silence.  The line between reality and delusion blurs, leaving the audience questioning who is truly the victim and who is the tormentor.	4.46	197.0	Horror, Thriller	124	https://storage.googleapis.com/generated_posters/poster_124.png
Innocence Lost	2008.0	Liam Davis	Santiago Fernández	A young girl, Lily, witnesses a brutal crime that shatters her idyllic childhood. Years later, haunted by the trauma, she embarks on a dangerous quest for justice, uncovering a web of secrets and lies that threaten to destroy her family and the town she calls home. As Lily confronts her past, she must choose between seeking revenge or finding redemption, facing the consequences of her actions and the true meaning of innocence lost.	1.95	191.0	Thriller, Drama	125	https://storage.googleapis.com/generated_posters/poster_125.png
Sorrows Embrace	2003.0	Hassan Nasrallah,  Leonie Becker	Ho Ho Yin	A reclusive artist, haunted by a tragic past, finds solace in her art, but her world is shattered when a mysterious stranger arrives, claiming to hold the key to her forgotten memories. As the stranger unravels the secrets of her past, the artist must confront the pain she has buried deep within, ultimately choosing between the comfort of her sorrow and the possibility of healing.  The line between reality and memory blurs, leaving her to question who she truly is and what she is willing to sacrifice for the truth.	3.95	93.0	Drama, Thriller	126	https://storage.googleapis.com/generated_posters/poster_126.png
Family in Pieces	2022.0	Benjamín Campos	Chow Man Kit	After a devastating family tragedy, the estranged members of the Thompson family are forced to reunite and confront their painful past. As they navigate their grief and fractured relationships, they discover long-buried secrets and learn the true meaning of forgiveness.  But as they begin to heal, a new threat emerges, forcing them to choose between their individual needs and the fragile bond they've rebuilt.  Will they be able to come together as a family, or will their past tear them apart forever?	1.98	79.0	Drama, Thriller	127	https://storage.googleapis.com/generated_posters/poster_127.png
Unconditional	2002.0	Mei Zhang,  Dhruv Reddy,  Leung Ka Chun	Jakob Weber	A jaded, cynical journalist, disillusioned by the world's cruelty, is assigned to write a story about a seemingly ordinary woman who dedicates her life to helping others.  As he delves deeper into her life, he uncovers a tragic past that forced her to embrace unconditional love and forgiveness.  He witnesses firsthand the transformative power of her actions, challenging his own cynicism and forcing him to confront his own past.  In the process, he discovers the true meaning of unconditional love and the profound impact it can have on the world.	1.4	133.0	Drama, Thriller	128	https://storage.googleapis.com/generated_posters/poster_128.png
Betrayals Cost	2005.0	Andrew Lam,  Katherine Morris,  Lauren Cook	Nicole Kelly	A successful businessman, David, discovers his trusted business partner, Mark, has been embezzling funds for years.  Driven by a thirst for revenge, David sets out to expose Mark's crimes, but his pursuit leads him down a dangerous path, forcing him to confront the true cost of his own betrayals.  As the lines between right and wrong blur, David must choose between seeking justice and protecting his family from the consequences of his actions.  In the end, he learns that the price of betrayal is far greater than he ever imagined.	4.98	96.0	Thriller, Drama	129	https://storage.googleapis.com/generated_posters/poster_129.png
Silent Rage	2016.0	Fiona Gallagher,  Emma Bernard,  Miriam Makeba	Amber Perez	A reclusive artist, haunted by a traumatic past, creates a series of disturbing sculptures that inexplicably come to life. As the sculptures wreak havoc on the town, the artist must confront his demons and stop the carnage before it's too late. But the line between creator and creation blurs, leaving him questioning his own sanity and the true nature of his art.	4.82	178.0	Horror, Thriller	130	https://storage.googleapis.com/generated_posters/poster_130.png
Shattered Beliefs	2019.0	Jamila Ibrahim,  Sofía Moreira	Chow Wing Ki	A renowned archaeologist, known for his unwavering faith in scientific evidence, uncovers an ancient artifact that defies all known laws of physics. As he delves deeper into its mysteries, his beliefs are shattered, forcing him to confront the possibility of a reality beyond his understanding.  Haunted by visions and plagued by strange occurrences, he must choose between clinging to his scientific worldview or embracing the unknown.  The line between reality and delusion blurs as he races against time to unravel the artifact's secrets before it consumes him entirely.	1.17	103.0	Thriller, Fantasy	131	https://storage.googleapis.com/generated_posters/poster_131.png
Griefs Burden	2011.0	Benjamín Morales,  Anthony Robinson	Erica Cooper	A grieving widower, haunted by the memory of his deceased wife, discovers a mysterious box in their attic filled with her personal belongings. As he delves deeper into the box, he uncovers a hidden truth about his wife's life that shatters his perception of their relationship and forces him to confront his own grief in a new and unsettling way.  The box, however, is not what it seems, and the truth it holds is far more sinister than he could have imagined.  As he unravels the mystery, he must confront his own demons and make a choice that will determine his future.	4.04	64.0	Thriller, Drama	132	https://storage.googleapis.com/generated_posters/poster_132.png
A Broken Oath	2024.0	Chiara Conte,  Amber Reed	Sean Campbell	A seasoned detective, haunted by a past betrayal, is forced to confront his demons when a new case mirrors the one that shattered his career. As he delves deeper, he uncovers a web of deceit and corruption that reaches the highest levels of power, forcing him to choose between upholding the law and seeking revenge for the oath he swore to protect.  The lines between justice and vengeance blur as he realizes the truth behind the broken oath lies within himself.	2.05	59.0	Thriller, Drama	133	https://storage.googleapis.com/generated_posters/poster_133.png
Unshakeable Hope	2016.0	Lauren Tse,  Julien David,  Liam Davis	Amari Diallo	A young woman, haunted by a tragic past, finds solace in volunteering at a local animal shelter.  When a stray dog with a broken leg arrives, she sees a reflection of her own pain and struggles to heal both herself and the animal.  Through their shared journey of recovery, she rediscovers the power of hope and the strength to face her demons.  Ultimately, she learns that even in the darkest of times, love and compassion can lead to unexpected miracles.	4.62	127.0	Drama, Romance	134	https://storage.googleapis.com/generated_posters/poster_134.png
Forgiveness Price	2007.0	Giulia Ferrari,  Parth Chopra	Mohamed Salah	A hardened detective, haunted by a past mistake that cost him his family, is forced to confront his demons when a new case leads him to the very person he swore to bring down. As he delves deeper into the investigation, he uncovers a web of secrets and lies, forcing him to choose between seeking justice and finding redemption.  The price of forgiveness, however, may be higher than he ever imagined.	4.79	114.0	Thriller, Drama	135	https://storage.googleapis.com/generated_posters/poster_135.png
Illusions Shattered	2010.0	Gavin Henderson	Valentina Gómez	A renowned magician, known for his breathtaking illusions, is haunted by a past he desperately tries to bury. When a mysterious woman claiming to be his long-lost sister arrives, his carefully constructed world begins to crumble. As he delves deeper into her claims, he uncovers a shocking truth about his past, forcing him to confront the illusions he's built around his life.  The line between reality and illusion blurs, leaving him questioning everything he thought he knew.	1.85	40.0	Thriller, Drama	137	https://storage.googleapis.com/generated_posters/poster_137.png
Secrets Weight	2019.0	Martina Marino,  Parth Chopra	Mariana Silva	A successful but lonely author, struggling with writer's block, discovers a hidden journal in her new apartment. The journal, filled with secrets and confessions from a previous tenant, inspires her to write again, but also leads her down a dangerous path of obsession and uncovering the truth behind the journal's owner's disappearance. As she delves deeper, she realizes the secrets she uncovers are more dangerous than she could have imagined, and she must confront the weight of the truth before it's too late.	3.8	68.0	Thriller, Drama	138	https://storage.googleapis.com/generated_posters/poster_138.png
A Broken Promise	2014.0	Alessandro Rossi	Yuto Nakamura	A young woman, Sarah, is forced to flee her home after her father's business partner betrays him, leaving them with nothing. Years later, Sarah returns to her hometown, seeking revenge on the man who shattered her family. However, she soon discovers that the truth is more complex than she imagined, and her quest for vengeance may lead to an unexpected path of forgiveness.	1.73	112.0	Drama, Thriller	139	https://storage.googleapis.com/generated_posters/poster_139.png
An Unwavering Spirit	2007.0	Valentina Gómez	Sophie Müller	A young woman, struggling with a debilitating illness, finds solace in her passion for painting.  When her condition worsens, she fears her dreams will be lost forever.  However, with the support of her loving family and a newfound determination, she discovers a way to continue her art, defying the limitations of her illness.  Her unwavering spirit inspires those around her, proving that even in the face of adversity, creativity and hope can flourish.	2.34	128.0	Drama, Romance	140	https://storage.googleapis.com/generated_posters/poster_140.png
Justice Served	2006.0	Crystal Jenkins,  Vittoria Galli,  Sophie Johnson	Omar Sharif	A seasoned detective, haunted by a past injustice, takes on a seemingly routine case that quickly unravels into a complex conspiracy. As he digs deeper, he uncovers a web of corruption and deceit that reaches the highest levels of power, forcing him to confront his own demons and fight for justice, even if it means risking everything.  His pursuit of truth leads him to a shocking revelation that forces him to question everything he thought he knew about the case and his own life.  In a climactic showdown, he must choose between protecting himself and exposing the truth, knowing that the consequences could be devastating.	4.14	195.0	Thriller, Action	141	https://storage.googleapis.com/generated_posters/poster_141.png
Silent Testimony	2012.0	Shaurya Agarwal	Nabil Ali	A deaf-mute witness to a brutal crime finds herself the only hope for justice.  Haunted by the terrifying images she can't speak of, she must overcome her fear and find a way to communicate the truth to a skeptical detective.  As the killer closes in, she races against time to piece together the puzzle of the crime, relying on her keen observation skills and the power of silence to expose the killer's identity.  The film explores themes of isolation, resilience, and the power of nonverbal communication in the face of unimaginable trauma.	2.83	105.0	Thriller, Drama	142	https://storage.googleapis.com/generated_posters/poster_142.png
Betrayals Sting	2021.0	Ming Li,  Victoria Pérez	Ho Ka Chun	"A renowned art thief, known as ""The Shadow,"" plans his most daring heist yet: stealing a priceless diamond from a heavily guarded museum. However, his carefully crafted plan unravels when a trusted member of his crew betrays him, leading to a high-stakes chase through the city's underbelly. As the thief fights to reclaim the diamond and expose the traitor, he must confront the painful reality of his own vulnerabilities and the true cost of trust.  The betrayal cuts deep, forcing him to question everything he thought he knew about his team and himself."	1.21	124.0	Action, Thriller	143	https://storage.googleapis.com/generated_posters/poster_143.png
Times Toll	2012.0	Jessica Lee	Nabil Ali	A reclusive clockmaker, haunted by a past tragedy, discovers a mysterious antique clock that seems to manipulate time. As he delves deeper into its secrets, he realizes the clock's power comes at a terrible cost, forcing him to confront his demons and make a life-altering choice.  The clock's ticking becomes a race against time as he tries to undo the past, but the consequences of his actions threaten to unravel the fabric of reality itself.	4.84	152.0	Thriller, Fantasy	144	https://storage.googleapis.com/generated_posters/poster_144.png
Love Unconditional	2003.0	Lucas Braun	Amina Mohamed	A jaded, cynical journalist, disillusioned by love, is assigned to write a feature on a renowned philanthropist known for her unwavering generosity.  As he delves into her life, he uncovers a tragic past that forced her to embrace unconditional love, challenging his own cynical worldview.  He finds himself drawn to her strength and compassion, questioning his own beliefs and the true meaning of love.  In the process, he discovers that love, in its purest form, can heal even the deepest wounds.	4.94	175.0	Drama, Romance	146	https://storage.googleapis.com/generated_posters/poster_146.png
Redemptions Price	2006.0	Justin Leung,  Valentina Vargas,  Katerina Smirnova	Gabriel Santos	A hardened criminal, haunted by a past crime, is given a chance at redemption when he's tasked with protecting a young girl who witnessed a brutal murder.  As he forms an unlikely bond with the child, he must confront his own demons and fight to keep her safe from the ruthless killers who are after her.  But the price of redemption is high, and he must decide if he's willing to sacrifice everything to atone for his sins.  In a race against time, he must choose between his own survival and the life of an innocent.	2.35	90.0	Thriller, Action	147	https://storage.googleapis.com/generated_posters/poster_147.png
Silent Offering	2006.0	Ryan Lee,  Liam Davis,  Abena Diallo	Isabella Ribeiro	A reclusive artist, haunted by a tragic past, finds solace in creating intricate, silent sculptures. When a mysterious patron commissions a piece depicting a specific, unspoken memory, the artist is forced to confront their demons and the secrets buried within their art. As the sculpture takes shape, the artist uncovers a chilling truth about the patron's request, leading them on a dangerous journey to unravel the past and find redemption. The line between art and reality blurs, and the artist must decide whether to sacrifice their own truth to protect the patron's secret.	2.97	114.0	Thriller, Drama	148	https://storage.googleapis.com/generated_posters/poster_148.png
Truths Burden	2015.0	Mia Gomes	Erica Cooper	A renowned journalist, known for his unwavering pursuit of truth, is forced to confront his own past when a shocking revelation about his family's history threatens to unravel his carefully constructed life. As he digs deeper into the secrets buried within his family's legacy, he uncovers a web of lies and betrayals that challenge everything he thought he knew.  Haunted by the weight of his newfound truths, he must decide whether to expose the darkness or protect the people he loves, even if it means sacrificing his own integrity.	2.59	183.0	Thriller, Drama	150	https://storage.googleapis.com/generated_posters/poster_150.png
Honors Price	2006.0	Emily Davis,  Anthony Robinson,  Gael Lima	Ho Ka Chun	A brilliant but struggling artist, Maya, wins a prestigious art competition, but the prize comes with a dark secret: the winning piece must be permanently displayed in a mysterious, abandoned mansion. As Maya delves deeper into the mansion's history, she uncovers a chilling truth about the competition's origins and the true cost of her success. Now, she must choose between her artistic dreams and her own safety, facing a terrifying choice that will forever alter her life.	3.48	189.0	Thriller, Horror	153	https://storage.googleapis.com/generated_posters/poster_153.png
Silent Fortitude	2001.0	Ryan Lee,  Madison Hughes	Victoria Ross	A young woman, born mute, finds herself thrust into a world of danger when her family is targeted by a ruthless criminal organization.  Forced to rely on her wits and her unwavering strength, she must navigate a treacherous path to protect her loved ones and expose the truth behind the attacks.  As she uncovers a web of corruption and deceit, she discovers a hidden talent that allows her to communicate in ways she never imagined, becoming a silent force for justice.  In a world that tries to silence her, she finds her voice in the most unexpected ways.	1.08	40.0	Action, Thriller	154	https://storage.googleapis.com/generated_posters/poster_154.png
Pride in Ruins	2008.0	Lau Yan Yu,  Leila Khaled	Brian Green	A once-proud, wealthy family, the Van Der Lynns, are forced to confront their crumbling legacy when their ancestral mansion, a symbol of their past glory, is threatened with foreclosure. As they grapple with their dwindling fortune and fractured relationships, they must decide whether to cling to their fading pride or embrace a future stripped of its gilded facade.  A chance discovery of a hidden family secret, however, could rewrite their destiny and force them to confront the true meaning of legacy.	4.61	54.0	Drama, Thriller	155	https://storage.googleapis.com/generated_posters/poster_155.png
Loneliness Burden	2011.0	Ava Davies,  Nikhil Agarwal,  James Gallagher	Christian Fisher	A reclusive artist, haunted by a tragic past, finds solace in her art, but her isolation deepens when she discovers a mysterious, abandoned cabin in the woods.  As she delves into the cabin's secrets, she uncovers a chilling connection to her own past, forcing her to confront the loneliness that has consumed her.  But the truth she uncovers is more terrifying than she could have imagined, and she must choose between facing her demons or succumbing to the darkness that threatens to swallow her whole.  The line between reality and delusion blurs as she fights to escape the burden of her loneliness and the secrets that	1.91	121.0	Thriller, Horror	156	https://storage.googleapis.com/generated_posters/poster_156.png
Forgiveness Unconditional	2001.0	Brittany Jackson	Jamal Ali	After a tragic accident takes the life of her husband, Sarah vows to never forgive the reckless driver responsible. Years later, she discovers the driver is battling a terminal illness and seeks her forgiveness.  Torn between her grief and the chance for redemption, Sarah must confront her own anger and decide if she can truly offer unconditional forgiveness.  The journey forces her to confront the true meaning of forgiveness and its power to heal both the giver and the receiver.	1.42	48.0	Drama, Thriller	158	https://storage.googleapis.com/generated_posters/poster_158.png
The Price of Peace	2002.0	Vivaan Yadav,  Victoria Cook,  Daniel Chow	Chow Wing Ki	A seasoned war correspondent, haunted by the horrors he's witnessed, returns home to a life of quiet solitude. But when a young, idealistic activist seeks his help to expose a hidden conflict, he's forced to confront the demons of his past and the true cost of peace.  As he delves deeper into the investigation, he uncovers a web of lies and corruption that threatens to shatter the fragile peace he's built for himself.  Ultimately, he must choose between protecting his own sanity or risking everything to fight for a truth that could cost him his life.	4.22	161.0	Thriller, Drama	159	https://storage.googleapis.com/generated_posters/poster_159.png
Silent Valor	2017.0	Bjorn Olsen,  James Brown,  Liam Wolf	Chimamanda Ngozi Adichie	"A decorated war veteran, haunted by the horrors of combat, struggles to find peace in a quiet, rural town. When a series of mysterious events threaten the community, he must confront his inner demons and rediscover his courage to protect those he loves.  His silence, born from trauma, becomes his greatest weapon as he unravels a conspiracy that reaches far beyond the town's borders.  In the face of danger, he must choose between his past and his future, finding his ""silent valor"" in the most unexpected of places."	3.22	91.0	Thriller, Action	160	https://storage.googleapis.com/generated_posters/poster_160.png
Innocence Shattered	2017.0	Kunal Verma	Layla Ahmed	A young girl, Lily, witnesses a brutal crime that shatters her idyllic childhood. Years later, haunted by the trauma, she embarks on a dangerous quest for justice, uncovering a web of secrets and lies that threaten to destroy her family and the entire town. As Lily delves deeper, she realizes the truth is far more sinister than she could have imagined, forcing her to confront her own demons and make a life-altering choice.  The pursuit of justice becomes a fight for survival as Lily faces a relentless adversary who will stop at nothing to silence her.	1.53	150.0	Thriller, Drama	161	https://storage.googleapis.com/generated_posters/poster_161.png
Wisdoms Weight	2001.0	Charlotte Davies,  Chris Leung	Devansh Desai	A reclusive, aging writer, burdened by the weight of his own wisdom, finds his life turned upside down when a young, aspiring novelist arrives at his doorstep seeking guidance.  As the writer reluctantly mentors the young writer, he rediscovers the joy of storytelling and the power of his own words, while the young writer learns the true meaning of wisdom and the importance of finding her own voice.  Their unlikely bond challenges both of them to confront their fears and embrace the unknown, ultimately leading to a profound transformation for both.  In the end, they realize that wisdom is not just about knowledge, but about the courage to share it and	4.94	158.0	Drama, Comedy	162	https://storage.googleapis.com/generated_posters/poster_162.png
Love Unwavering	2017.0	Madison Hughes,  Miguel Ángel Santos,  Aputsiaq Jensen	Kofi Annan	After a tragic accident leaves her fiancé paralyzed, Sarah is torn between her unwavering love for him and the overwhelming pressure to move on.  As she navigates the challenges of their new reality, she discovers the true meaning of love and commitment, finding strength in the face of adversity.  However, a mysterious stranger enters their lives, threatening to disrupt the fragile balance they've built.  Sarah must ultimately choose between the love she has always known and the possibility of a new beginning.	1.76	90.0	Drama, Romance	164	https://storage.googleapis.com/generated_posters/poster_164.png
Happiness Price	2013.0	Oscar Wagner,  Erik Johansson	Adam Phillips	A struggling artist, desperate for financial stability, discovers a mysterious painting that grants its owner immense wealth. However, the price of happiness comes with a dark secret: each time the painting is sold, the new owner's life takes a tragic turn. As the artist tries to unravel the painting's curse, they must confront their own desires and the true cost of happiness.	2.32	123.0	Thriller, Fantasy	165	https://storage.googleapis.com/generated_posters/poster_165.png
Silent Tears	2013.0	Noah Martin,  Katherine Reed,  Anika Gupta	Emiliano Ramirez	A reclusive artist, haunted by a tragic past, finds solace in her art, pouring her unspoken grief onto the canvas. When a mysterious stranger arrives at her doorstep, seeking refuge from a dangerous past, their lives intertwine, forcing her to confront the silent tears she's been holding back for years. As their bond deepens, they uncover a shared history that threatens to shatter their fragile peace, revealing a truth that will forever change their destinies.	3.2	86.0	Drama, Thriller	166	https://storage.googleapis.com/generated_posters/poster_166.png
Shattered Heart	2001.0	Elizabeth Graham,  Pavel Novak	Aizhan Mukasheva	"A renowned heart surgeon, haunted by a past medical error, finds himself drawn into a dangerous game of cat and mouse with a mysterious patient who claims to have a ""shattered heart."" As the surgeon delves deeper into the patient's secrets, he uncovers a web of lies, betrayal, and a shocking truth about his own past.  Driven by guilt and a desperate need for redemption, he must confront his demons and make a life-altering decision that will forever change his life."	1.26	92.0	Thriller, Drama	167	https://storage.googleapis.com/generated_posters/poster_167.png
The Pasts Burden	2000.0	Alice Martini	Jabari Ali	A successful businessman, haunted by a dark secret from his past, finds his carefully constructed life unraveling when a mysterious woman arrives claiming to know his secret. As he desperately tries to bury the truth, the woman's relentless pursuit forces him to confront the consequences of his actions.  The line between his present and past blurs, leading to a shocking revelation that threatens to destroy everything he holds dear.	1.87	174.0	Thriller, Drama	168	https://storage.googleapis.com/generated_posters/poster_168.png
Promises Broken	2018.0	Nicholas Adams	Lauren Baker	A young woman, haunted by a childhood promise to her dying father, embarks on a perilous journey to fulfill his last wish.  Her quest leads her to a hidden world of ancient magic and forgotten secrets, where she must confront her own fears and the consequences of broken promises.  As she unravels the truth behind her father's request, she discovers a sinister plot that threatens to destroy everything she holds dear.  In a race against time, she must choose between fulfilling her promise and protecting the ones she loves.	2.58	156.0	Fantasy, Adventure	169	https://storage.googleapis.com/generated_posters/poster_169.png
An Unbreakable Bond	2008.0	Lau Yan Yu	Nicole Martinez	Two estranged brothers, separated by a tragic accident in their youth, are forced to reunite when their father's failing health brings them back to their childhood home. As they navigate their fractured relationship, they uncover a long-buried family secret that threatens to tear them apart once again. But through the shared pain and forgiveness, they discover the unbreakable bond that has always connected them.	1.17	151.0	Drama, Thriller	170	https://storage.googleapis.com/generated_posters/poster_170.png
Silent Protector	2020.0	Julieta Barbosa,  Shaurya Agarwal	Ji-hyun Lee	A reclusive, mute ex-soldier living in a remote cabin becomes the unlikely protector of a young girl who witnesses a brutal crime.  Haunted by his own past, he must overcome his silence and face his demons to save the girl and bring the perpetrators to justice.  As the danger escalates, he discovers a hidden strength within himself, finding solace in the girl's innocence and a renewed purpose in life.  The film culminates in a thrilling showdown where the silent protector uses his unique skills to outsmart his enemies and ensure the girl's safety.	1.41	151.0	Action, Thriller	172	https://storage.googleapis.com/generated_posters/poster_172.png
The Weight of Futures	2002.0	Tommaso Pellegrini,  Andrea Ricci	Neil Desai	A brilliant but jaded scientist, haunted by a past experiment gone wrong, discovers a way to predict the future.  Driven by guilt and a desire to atone, he uses his invention to save lives, but soon finds himself entangled in a dangerous conspiracy that threatens to unravel the very fabric of time.  As the weight of his actions grows heavier, he must choose between protecting the future he's created and facing the consequences of his past.  The line between destiny and free will blurs as he fights to control the power he unleashed.	3.02	193.0	Thriller, Sci-Fi	174	https://storage.googleapis.com/generated_posters/poster_174.png
The Unexpected Fortune	2000.0	Gael Mendoza, Bashir Abdullah,  Diya Rao	Layla Ahmed	A struggling artist, struggling to make ends meet, inherits a dilapidated mansion from a distant relative he never knew.  He discovers a hidden room filled with priceless artifacts, but soon finds himself targeted by a ruthless treasure hunter who wants the fortune for himself.  As the artist tries to protect his newfound wealth, he uncovers a family secret that changes everything.  In a thrilling race against time, he must choose between his own safety and the legacy of his ancestors.	2.42	108.0	Action, Thriller	175	https://storage.googleapis.com/generated_posters/poster_175.png
Armadillo Adventures	2005.0	Jason Chow,  Caleb Cook	Fatima Said	Arlo, a young armadillo with a thirst for adventure, dreams of escaping his dusty desert home. When a traveling circus arrives, Arlo sees his chance. He stows away in a clown's suitcase, only to find himself in a world of dazzling lights, strange creatures, and a mischievous monkey named Coco. Together, they embark on a hilarious journey, facing challenges and learning the true meaning of friendship.	1.99	131.0	kids, comedy, adventure	176	https://storage.googleapis.com/generated_posters/poster_176.png
Grans Rap Career	2016.0	Emilia Meier,  Ho Wing Sze	Isabela Costa	Agnes, a 72-year-old grandmother, discovers a hidden talent for rapping after attending a hip-hop workshop.  Fueled by her newfound passion and a desire to connect with her estranged grandson, she decides to pursue a rap career.  Agnes's unique perspective and witty lyrics quickly gain her a loyal following, but her journey is met with skepticism from her family and the music industry.  As Agnes navigates the challenges of breaking into the rap scene, she learns to embrace her age and redefine what it means to be a rapper.	1.61	113.0	Comedy, Drama	177	https://storage.googleapis.com/generated_posters/poster_177.png
Wedding Crashers Rehab	2004.0	Aurora Colombo	Martín Pereira	"John and Jeremy, the infamous wedding crashers, find themselves in a hilarious and unexpected predicament: they're forced to attend a ""Wedding Crashers Anonymous"" support group after their antics land them in hot water.  As they navigate the group's unconventional therapy sessions, they must confront their own past and learn to embrace the joys of genuine connection, all while trying to avoid the wrath of the group's stern leader, a former wedding planner turned reformed crasher.  Their journey takes them on a wild ride, filled with awkward encounters, unexpected romances, and a surprising realization that true happiness might not be found in crashing weddings,"	3.74	114.0	Comedy, Romance	178	https://storage.googleapis.com/generated_posters/poster_178.png
